#,Project,Tracker,Parent task,Status,Priority,Subject,Author,Assigned To,Updated,Category,Target version,Start date,Due date,Estimated time,% Done,Created,Story points,Velocity based estimate,Position,Remaining (hours),Affected Flow version,Description
1,TYPO3.Flow,Feature,"",Closed,Should have,Use SPL when searching/listing files.,Karsten Dambekalns,Karsten Dambekalns,2010-10-20 05:39,Package,0.1,"","","",0,2006-12-14 14:21,"","",1790650,"","","The ""SPL"":http://www.php.net/~helly/php/ext/spl/ provides some nice iterators for (recursively) working through directories, there even is a way to nicely implement a !DirectoryIterator variant that omits . and .. automagically. 

This would provide a nice way to replace custom opendir-read-check-for-dot."
2,TYPO3.Flow,Feature,"",Closed,Should have,authorName in PackageInfo.xml should be changed,Karsten Dambekalns,Robert Lemke,2010-10-20 05:39,Package,0.1,"","","",0,2006-12-14 14:27,"","",1790600,"","","authorName in !PackageInfo.xml is nonsense - there eventually will be more than one author at the same time, and the name gets loaded as single value in source:Packages/Core/Classes/PackageManager/.

Ideas:
* Should rather be maintainerName
* Additionally handle as multi-value?"
4,TYPO3.Flow,Bug,"",Closed,Could have,Default autoloader should handle sub-direcories of Classes directory,Karsten Dambekalns,Robert Lemke,2010-10-20 05:39,"",0.1,"","","",0,2006-12-14 14:38,"","",1790550,"","","The phpCRJackrabbit package has classes in subdirectories of the Classes directory; in fact the CGL explicitly allow having subdirectories there.

The default autoloader autoloadPackageClass($className) in source:Packages/Core/Classes/PackageManager/T3P_Core_PackageManager.php#72 does not search those, this needs to be implemented."
5,TYPO3.Flow,Bug,"",Closed,Should have,Remove use of DIRECTORY_SEPARATOR,Karsten Dambekalns,Robert Lemke,2010-10-20 05:39,"","","","","",0,2006-12-14 14:54,"","",1789100,"","","Currently a lot of places use the PHP constant DIRECTORY_SEPARATOR. This constant belongs to the directory functions (see http://de.php.net/manual/en/ref.dir.php), i.e. it is not even defined for the usual filesystem functions like fopen nor is it required for include/require. PHP translates a forward slash automagically on Windows.

When specifying paths in php.ini it is even *required* to always use a forward slash, even when on Windows.

What I want to say is: let's remove this ugly thing and just use / everywhere.

For the sake of completeness: when calling local commands with exec() and friends one has to use the ""right"" separator, this is when it might come in handy... "
8,TYPO3.Flow,Feature,"",Closed,Should have,T3P_Core_PAckageConfFileComponentsConfigurationSourceTest->test_getComponentConfigurations_matchesFixutreOfTestPackage always fails,Robert Lemke,Robert Lemke,2010-10-20 05:39,Package,0.1,"","","",0,2007-02-19 07:38,"","",1790500,"","",Currently this test uses a fixture which only matches on roberts system - that should be generalized of course!
9,TYPO3.Flow,Bug,"",Closed,Should have,"AOP Framework doesn't work at all - invalid type ""...BasicClass_AOPProxy""",Robert Lemke,Robert Lemke,2010-10-20 05:39,Reflection,0.1,"","","",0,2007-02-19 11:18,"","",1790450,"","","The T3P_Core_AOPFramework_Tests fail all and the FileCache/.../AOPProxy directory contains no files.

PHP Version: 5.1.6
OS: Gentoo Linux"
10,TYPO3.Flow,Feature,"",Closed,Should have,Register component types automatically from interfaces,Robert Lemke,Robert Lemke,2010-10-20 05:39,Object,0.1,"","","",0,2007-02-20 05:58,"","",1790400,"","","From _The Guide_:


h2. Component names and types


By default, the name of a component is identical to the PHP class which implements the component's functions. A class called T3P_MyPackage_MyImplementation will be automatically available as a component with the exact same name. Every part of the system which asks for a component instance with a certain name will therefore - by default - get an instance of the class of that name. It is possible to replace the original implementation of a component by another one. In that case the class name of the new implementation will naturally differ from the component name which stays the same at all times.

If the component name is the same as the name of a PHP interface, it is often referred to as a component type. An interface called T3P_MyPackage_MyInterface will be available as a component name as long as there exists at least one class in the same package implemententing that interface."
11,TYPO3.Flow,Feature,"",Closed,Should have,Add wildcard support for components in Components.ini,Robert Lemke,Robert Lemke,2010-10-20 05:39,Object,"","","","",0,2007-02-20 06:02,"","",1789050,"","","Currently each component must be configured individually in the _Components.conf_ file. It should be possible to bulk-configure components by using wildcards:

<pre>
   [T3_MyPackage_SomeCompon*]
   scope = prototype
</pre>

See also #339."
12,TYPO3.Flow,Bug,"",Closed,Should have,Add support for autowiring,Robert Lemke,Robert Lemke,2010-10-20 05:39,AOP,0.1,"","","",0,2007-02-20 06:10,"","",1790350,"","",The Component Manager should support autowiring for the constructor arguments during the dependency injection. Though It is still up for discussion if that should be the default behaviour.
13,TYPO3.Flow,Bug,"",Closed,Should have,Implement support for lifecycle methods,Robert Lemke,Robert Lemke,2010-10-20 05:39,Object,0.1,"","","",0,2007-02-20 06:14,"","",1790300,"","",The Component Manager (more precisely the object builder) should support at least some initialization life cycle method which is executed in the target object after the setter-based dependencies have been injected. Probably other methods for session-persistent components make sense as well.
