#,Project,Tracker,Parent task,Status,Priority,Subject,Author,Assigned To,Updated,Category,Target version,Start date,Due date,Estimated time,% Done,Created,Story points,Velocity based estimate,Position,Remaining (hours),Affected Flow version,Description
32928,TYPO3.Flow,Task,"",Rejected,Should have,Cleanup ControllerContext,Bastian Waidelich,"",2012-03-14 13:22,MVC,"",2012-01-02,"","",0,2012-01-02 06:47,"","",413650,"","","@\TYPO3\FLOW3\MVC\Controller\ControllerContext@ could use some cleanup:
- arguments (\TYPO3\FLOW3\MVC\Controller\Arguments) are never used -> deprecate
- flashMessageContainer (\TYPO3\FLOW3\MVC\FlashMessageContainer) is global, thus no need to have it in the controller context -> deprecate"
32930,TYPO3.Fluid,Feature,"",Resolved,Must have,Create a Standalone View,Fernando Arconada,Sebastian Kurfuerst,2012-01-29 13:34,View,1.1,2012-01-02,"","",100,2012-01-02 08:48,"","",413750,"","","Fluid need a Standalone Template to be able to render emails for example. Consider that template rendering could be done inside aspects and services where there is no ControllerContext, Request, Response..."
32959,TYPO3.Flow,Bug,"",Resolved,Should have,Exception thrown on missing role definition,MKI-Miro ,Andreas Förthner,2012-05-18 12:59,Security,1.0.5,2012-01-04,"","",0,2012-01-04 04:31,"","",415200,"",FLOW3 1.0.2,"Notice: Undefined index: Visitor in C:\f3cache\Development\Cache\Code\FLOW3_Object_Classes\TYPO3_FLOW3_Security_Policy_PolicyService_Original.php line 296
39 TYPO3\FLOW3\Error\ErrorHandler::handleError(8, ""Undefined index: Visitor"", ""C:\f3cache\Development\Cache\Code\FLOW3_Object_Cla?3_FLOW3_Security_Policy_PolicyService_Original.php"", 296, array)

38 TYPO3\FLOW3\Security\Policy\PolicyService_Original::getAllParentRoles(TYPO3\FLOW3\Security\Policy\Role)

37 TYPO3\FLOW3\Security\Context_Original::getRoles()

36 TYPO3\FLOW3\Security\Context::getRoles()

35 call_user_func_array(array, array)

34 TYPO3\FLOW3\Security\Context::FLOW3_AOP_Proxy_invokeJoinPoint(TYPO3\FLOW3\AOP\JoinPoint)

33 TYPO3\FLOW3\AOP\Advice\AdviceChain_Original::proceed(TYPO3\FLOW3\AOP\JoinPoint)

32 TYPO3\FLOW3\Session\Aspect\LazyLoadingAspect_Original::callMethodOnOriginalSessionObject(TYPO3\FLOW3\AOP\JoinPoint)

31 TYPO3\FLOW3\AOP\Advice\AroundAdvice_Original::invoke(TYPO3\FLOW3\AOP\JoinPoint)

30 TYPO3\FLOW3\AOP\Advice\AdviceChain_Original::proceed(TYPO3\FLOW3\AOP\JoinPoint)

29 TYPO3\FLOW3\Security\Context::getRoles()

28 call_user_func_array(array, array)

27 TYPO3\FLOW3\Session\Aspect\LazyLoadingAspect_Original::callMethodOnOriginalSessionObject(TYPO3\FLOW3\AOP\JoinPoint)

26 TYPO3\FLOW3\AOP\Advice\AroundAdvice_Original::invoke(TYPO3\FLOW3\AOP\JoinPoint)

25 TYPO3\FLOW3\AOP\Advice\AdviceChain_Original::proceed(TYPO3\FLOW3\AOP\JoinPoint)

24 TYPO3\FLOW3\Security\Context::getRoles()

23 TYPO3\FLOW3\Security\Aspect\PersistenceQueryRewritingAspect_Original::rewriteQomQuery(TYPO3\FLOW3\AOP\JoinPoint)

22 TYPO3\FLOW3\AOP\Advice\AbstractAdvice_Original::invoke(TYPO3\FLOW3\AOP\JoinPoint)

21 TYPO3\FLOW3\Persistence\Doctrine\Query::execute()

20 TYPO3\FLOW3\Persistence\Repository_Original::findAll()

19 Intranet\RealityTerasa\Controller\FlatController_Original::indexAction()

18 call_user_func_array(array, array)

17 TYPO3\FLOW3\MVC\Controller\ActionController_Original::callActionMethod()

16 TYPO3\FLOW3\MVC\Controller\ActionController_Original::processRequest(TYPO3\FLOW3\MVC\Web\Request, TYPO3\FLOW3\MVC\Web\Response)

15 TYPO3\FLOW3\MVC\Dispatcher_Original::dispatch(TYPO3\FLOW3\MVC\Web\Request, TYPO3\FLOW3\MVC\Web\Response)

14 TYPO3\FLOW3\MVC\Dispatcher::dispatch(TYPO3\FLOW3\MVC\Web\Request, TYPO3\FLOW3\MVC\Web\Response)

13 call_user_func_array(array, array)

12 TYPO3\FLOW3\MVC\Dispatcher::FLOW3_AOP_Proxy_invokeJoinPoint(TYPO3\FLOW3\AOP\JoinPoint)

11 TYPO3\FLOW3\AOP\Advice\AdviceChain_Original::proceed(TYPO3\FLOW3\AOP\JoinPoint)

10 TYPO3\FLOW3\Security\Aspect\RequestDispatchingAspect_Original::setAccessDeniedResponseHeader(TYPO3\FLOW3\AOP\JoinPoint)

9 TYPO3\FLOW3\AOP\Advice\AroundAdvice_Original::invoke(TYPO3\FLOW3\AOP\JoinPoint)

8 TYPO3\FLOW3\AOP\Advice\AdviceChain_Original::proceed(TYPO3\FLOW3\AOP\JoinPoint)

7 TYPO3\FLOW3\Security\Aspect\RequestDispatchingAspect_Original::blockIllegalRequestsAndForwardToAuthenticationEntryPoints(TYPO3\FLOW3\AOP\JoinPoint)

6 TYPO3\FLOW3\AOP\Advice\AroundAdvice_Original::invoke(TYPO3\FLOW3\AOP\JoinPoint)

5 TYPO3\FLOW3\AOP\Advice\AdviceChain_Original::proceed(TYPO3\FLOW3\AOP\JoinPoint)

4 TYPO3\FLOW3\MVC\Dispatcher::dispatch(TYPO3\FLOW3\MVC\Web\Request, TYPO3\FLOW3\MVC\Web\Response)

3 TYPO3\FLOW3\MVC\Web\RequestHandler_Original::handleRequest()

2 TYPO3\FLOW3\Core\Bootstrap::handleWebRequest()

1 TYPO3\FLOW3\Core\Bootstrap::run()


Please include more helpful information!"
32984,TYPO3.Flow,Bug,"",Resolved,Must have,ArrayMergeRecursiveOverrule does not override arrays with simple types,Sebastian Kurfuerst,Sebastian Kurfuerst,2012-01-17 21:26,Utility,1.1,2012-01-05,"","",100,2012-01-05 01:56,"","",416200,"",FLOW3 1.0.0,"While working on some improvements for the Configuration subsystem, I stumbled over the following issue in arrayMergeRecursiveOverrule:

If the first element contains an array, and the second element contains a simple type at a certain position, the ORIGINAL array is used. I think that's a bug, preventing to reset arrays in configuration.

The following test demonstrates this:

<pre><code class=""php"">
'inputArray1' => array(
	'k1' => 'v1',
	'k2' => array(
		'k2.1' => 'v2.1'
	),
),
'inputArray2' => array(
	'k2' => 'v2a',
	'k3' => 'v3'
),
// That's what SHOULD happen IMHO
'expected' => array(
	'k1' => 'v1',
	'k2' => 'v2a',
	'k3' => 'v3'
)
// That's what happens currently
'actual' => array(
	'k1' => 'v1',
	'k2' => array(
		'k2.1' => 'v2.1'
	),
	'k3' => 'v3'
)
</code></pre>

This has drastical implications on configuration handling, as it makes it impossible to override an array with NULL:

<pre>
// per-package settings.yaml
Foo:
  Bar:
    Baz: value

// global settings.yaml
Foo:
  Bar: NULL

// Expected:
array('Foo' => array('Bar' => NULL))

// Actual (right now)
array('Foo' => array('Bar' => array('Baz' => 'value')))
</pre>
"
32985,TYPO3.Flow,Feature,"",New,Should have,Implement Processing Rules when merging numerically-indexed arrays,Sebastian Kurfuerst,"",2012-05-30 03:35,Utility,"",2012-01-05,"","",0,2012-01-05 02:25,"","",416250,"","","*This is an improvement to the @Utility\Arrays::arrayMergeRecursiveOverrule@ function, leading to enormous flexibility gains for YAML Configuration Handling.*

Description of the problem and possible solution:

<pre>
	 * Sometimes, you need to merge numerically indexed PHP arrays; and as this function does
	 * the merging by key, this can lead to undesired results, as the following example demonstrates:
	 *
	 * $array1 = array('a1', 'b1', 'c1', 'd1');
	 * $array2 = array('a2', 'b2', 'c2');
	 * -> the resulting array is now array('a2', 'b2', 'c2', 'd1'), which is usually
	 *    not the desired result. Often, you want to append, prepend or replace the collection.
	 *
	 * To define the behavior with indexed collections, a *Processing Rule* can be specified
	 * in the second array using the special *__processingRule* Array Key. The following
	 * Processing Rules are supported:
	 *
	 * APPEND
	 * ------
	 * The most common processing rule. Appends $array2 to $array1, renumbering the
	 * numerical indices in $array2 and (if necessary) overriding the associative indices in $array1.
	 *
	 * Example:
	 * $array1 = array('a1', 'b1', 'c1', 'd1');
	 * $array2 = array('__processingRule' => 'APPEND', 'a2', 'b2', 'c2');
	 * --> Result: array('a1', 'b1', 'c1', 'd1', 'a2', 'b2', 'c2');
	 *
	 * PREPEND
	 * -------
	 * Prepends $array2 before $array1, renumbering the numerical indices in
	 * $array1 and (if necessary) overriding the associative indices in $array2.
	 *
	 * Example:
	 * $array1 = array('a1', 'b1', 'c1', 'd1');
	 * $array2 = array('__processingRule' => 'PREPEND', 'a2', 'b2', 'c2');
	 * --> Result: array('a2', 'b2', 'c2', 'a1', 'b1', 'c1', 'd1');
	 *
	 * REPLACE
	 * -------
	 * Completely replaces $array1 with $array2.
	 *
	 * Example:
	 * $array1 = array('a1', 'b1', 'c1', 'd1');
	 * $array2 = array('__processingRule' => 'REPLACE', 'a2', 'b2', 'c2');
	 * --> Result: array('a2', 'b2', 'c2');
</pre>

With this addition, the following becomes possible in YAML configuration files:

<pre>
// per-package Settings.yaml

  Foo:
    Bar: [t1, t2]

// global Settings.yaml


  Foo:
    Bar:
      __processingRule: PREPEND
      0: o2
      1: o3

// Output:
array('Foo' => array('Bar' => array('o2', 'o3', 't1', 't2')));
</pre>

As soon as the Symfony YAML parser supports custom callbacks for *YAML Tags*, the processing rules could be written as:

<pre>
  Foo:
    Bar: !PREPEND
      0: o2
      1: o3
</pre>

... which is again even nicer :)"
32990,TYPO3.Flow,Feature,"",Rejected,Should have,Account party property should be persistable through the account,Aske Ertmann,Aske Ertmann,2012-01-05 07:59,Persistence,"",2012-01-05,"","",0,2012-01-05 05:00,"","",416500,"","","Before:
* @ORM\ManyToOne(inversedBy=""accounts"")
After:
* @ORM\ManyToOne(inversedBy=""accounts"",cascade={""all""})

In order to make account party properties changes through a fluid form with the account as the property."
32991,TYPO3.Flow,Bug,"",Resolved,Should have,Wrong default password hashing strategy,Karsten Dambekalns,Karsten Dambekalns,2012-05-03 20:38,Security,1.1,2012-01-05,"","",100,2012-01-05 05:33,"","",416550,"",Git master,"In https://review.typo3.org/5756 the default hashing strategy was changed to BCrypt.

Later, in https://review.typo3.org/6598, support for multiple strategies was added. But that change make PBKDF2 the default again."
33018,TYPO3.Flow,Feature,"",New,Should have,Translator should support override of labels from other packages,Christopher Hlubek,"",2012-01-06 07:05,I18n,"",2012-01-06,"","",0,2012-01-06 07:05,"","",417800,"","","We are somewhat limited in the extensibility of translations with the current approach. The use case would be a package that defines labels for a reusable component (e.g. a controller with flash messages) or the default labels of FLOW3. How can a user package override these values?

Even if we will not implement this right away we should make sure that our current implementation and API supports this use case, because re-use will be limited if translations of packages cannot be overriden.

Of course there could be problems with loading order of resources but I think the abstraction with XliffModel could support this use case by chaining multiple XliffModels to allow for a inheritance of translations. The question would remain how this could be configured."
33024,TYPO3.Flow,Bug,"",Accepted,Must have,Exception when validating a float in a Model with the Number validator,Jonny ,Karsten Dambekalns,2012-03-07 16:08,I18n,"",2012-01-06,"","",0,2012-01-06 10:38,"","",418100,"",FLOW3 1.0.2,"Warning: array_merge(): Argument #1 is not an array in /Data/Temporary/Development/Cache/Code/FLOW3_Object_Classes/TYPO3_FLOW3_I18n_Cldr_CldrModel_Original.php line 356
29 TYPO3\FLOW3\Error\ErrorHandler::handleError(2, ""array_merge(): Argument #1 is not an array"", ""asses/TYPO3_FLOW3_I18n_Cldr_CldrModel_Original.php"", 356, array)

28 array_merge(boolean, array)

27 TYPO3\FLOW3\I18n\Cldr\CldrModel_Original::resolveAliases(array, ""dates/calendars/calendar[@type=&quot;roc&quot;]/dateTimeFormats/dateTimeFormatLength"")

26 TYPO3\FLOW3\I18n\Cldr\CldrModel_Original::resolveAliases(array, ""dates/calendars/calendar[@type=&quot;roc&quot;]/dateTimeFormats"")

25 TYPO3\FLOW3\I18n\Cldr\CldrModel_Original::resolveAliases(array, ""dates/calendars/calendar[@type=&quot;roc&quot;]"")

24 TYPO3\FLOW3\I18n\Cldr\CldrModel_Original::resolveAliases(array, ""dates/calendars"")

23 TYPO3\FLOW3\I18n\Cldr\CldrModel_Original::resolveAliases(array, ""dates"")

22 TYPO3\FLOW3\I18n\Cldr\CldrModel_Original::resolveAliases(array, """")

21 TYPO3\FLOW3\I18n\Cldr\CldrModel_Original::initializeObject(1)

20 TYPO3\FLOW3\I18n\Cldr\CldrModel::__construct(array)

19 TYPO3\FLOW3\I18n\Cldr\CldrRepository_Original::getModelForLocale(TYPO3\FLOW3\I18n\Locale)

18 TYPO3\FLOW3\I18n\Cldr\Reader\NumbersReader_Original::parseFormatFromCldr(TYPO3\FLOW3\I18n\Locale, ""decimal"", ""default"")

17 TYPO3\FLOW3\I18n\Parser\NumberParser_Original::parseDecimalNumber(0, TYPO3\FLOW3\I18n\Locale, ""default"", boolean)

16 TYPO3\FLOW3\Validation\Validator\NumberValidator_Original::isValid(0)

15 TYPO3\FLOW3\Validation\Validator\AbstractValidator::validate(0)

14 TYPO3\FLOW3\Validation\Validator\GenericObjectValidator_Original::checkProperty(0, SplObjectStorage, TYPO3\FLOW3\Error\Result)

13 TYPO3\FLOW3\Validation\Validator\GenericObjectValidator_Original::validate(Spielmeister\Common\Domain\Model\Transaction)

12 TYPO3\FLOW3\Validation\Validator\ConjunctionValidator_Original::validate(Spielmeister\Common\Domain\Model\Transaction)

11 TYPO3\FLOW3\Persistence\Doctrine\PersistenceManager_Original::validateObject(Spielmeister\Common\Domain\Model\Transaction)

10 TYPO3\FLOW3\Persistence\Doctrine\PersistenceManager_Original::onFlush(Doctrine\ORM\Event\OnFlushEventArgs)

9 Doctrine\Common\EventManager::dispatchEvent(""onFlush"", Doctrine\ORM\Event\OnFlushEventArgs)

8 Doctrine\ORM\UnitOfWork::commit()

7 Doctrine\ORM\EntityManager::flush()

6 TYPO3\FLOW3\Persistence\Doctrine\PersistenceManager_Original::persistAll(""TYPO3\FLOW3\Core\Bootstrap::finishedRuntimeRun"")

5 call_user_func_array(array, array)

4 TYPO3\FLOW3\SignalSlot\Dispatcher::dispatch(""TYPO3\FLOW3\Core\Bootstrap"", ""finishedRuntimeRun"", array)

3 TYPO3\FLOW3\Core\Bootstrap::emitFinishedRuntimeRun()

2 TYPO3\FLOW3\Core\Bootstrap::handleWebRequest()

1 TYPO3\FLOW3\Core\Bootstrap::run()


In Model:
<pre>
	/**
	 * The value
	 * @var float
     * @FLOW3\validate(type=""Number"")
	 */
	protected $value;


	/**
	 *
	 * @param float $value 
	 * @return void
	 */
	public function setValue($value) {
		$this->value = floatval($value);
	}
</pre>

When trying to persistent a Model with this Validation, i throws this Exception as shown.

I Think it may have something to do with the localization.

When changing it to float validation, it works fine."
33031,TYPO3 Flow Base Distribution,Bug,"",Resolved,Must have,Readme.txt contains wrong tutorials URL,Felix Kopp,Karsten Dambekalns,2012-03-07 11:01,- Documentation -,1.0.4,2012-01-07,"","",100,2012-01-07 15:22,"","",418450,"",FLOW3 1.0.2,"First paragraph, http://flow3.typo3.org/documentation/tutorials can not be found.
Rather put http://flow3.typo3.org/documentation/quickstart.html ?"
