#,Project,Tracker,Parent task,Status,Priority,Subject,Author,Assigned To,Updated,Category,Target version,Start date,Due date,Estimated time,% Done,Created,Story points,Velocity based estimate,Position,Remaining (hours),Affected Flow version,Description
54744,TYPO3.Flow,Bug,"",New,Should have,"System.log contains many NOTICE Flow The argument ""workspace"" declared in pointcut does not exist in method TYPO3...",Chr is,"",2014-02-12 03:07,Log,"",2014-01-05,"","",0,2014-01-04 21:57,"","",1483500,"",(any),"Flow version = 2.1.0  (composer show -i)
Neos version = 1.0.1  (composer show -i)



*System.log contains a lot of these NOTICES (after flushing cache):*

<pre>
14-01-05 03:43:48 25269      NOTICE    Flow                 Locking site. Lock file: /path/to/example.org/TYPO3-Neos/Data/Temporary/Production/Flow.lock
14-01-05 03:43:49 25269      INFO      Flow                 Aspect classes have been modified, flushing the whole proxy classes cache.
14-01-05 03:43:49 25269      INFO      Flow                 Domain model changes have been detected, triggering Doctrine 2 proxy rebuilding.
14-01-05 03:43:49 25269      INFO      Flow                 File Monitor ""Flow_ClassFiles"" detected 2120 changed files and 33 changed directories.
14-01-05 03:43:49 25269      INFO      Flow                 A configuration file matching the pattern ""/Policy\.yaml/"" has been changed, flushing related cache ""Flow_Security_Policy""
14-01-05 03:43:49 25269      INFO      Flow                 A configuration file matching the pattern ""/Routes([^\/]*)\.yaml/"" has been changed, flushing related cache ""Flow_Mvc_Routing_FindMatchResults""
14-01-05 03:43:49 25269      INFO      Flow                 A configuration file matching the pattern ""/Routes([^\/]*)\.yaml/"" has been changed, flushing related cache ""Flow_Mvc_Routing_Resolve""
14-01-05 03:43:49 25269      INFO      Flow                 A configuration file matching the pattern ""/Views\.yaml/"" has been changed, flushing related cache ""Flow_Mvc_ViewConfigurations""
14-01-05 03:43:49 25269      INFO      Flow                 The configuration has changed, triggering an AOP proxy class rebuild.
14-01-05 03:43:49 25269      INFO      Flow                 File Monitor ""Flow_ConfigurationFiles"" detected 66 changed files and 16 changed directories.
14-01-05 03:43:49 25269      INFO      Flow                 The localization files have changed, thus flushing the I18n XML model cache.
14-01-05 03:43:49 25269      INFO      Flow                 File Monitor ""Flow_TranslationFiles"" detected 10 changed files and 3 changed directories.
14-01-05 03:44:00 25269      INFO      Flow                 Reflected 979 emerged classes.
14-01-05 03:44:02 25269      INFO      Flow                 Aspects have been modified, therefore rebuilding all target classes.
14-01-05 03:44:02 25269      NOTICE    Flow                 The argument ""workspace"" declared in pointcut does not exist in method TYPO3\Flow\Mvc\Controller\StandardController->indexAction
14-01-05 03:44:02 25269      NOTICE    Flow                 The argument ""workspace"" declared in pointcut does not exist in method TYPO3\Flow\Mvc\Controller\StandardController->indexAction
14-01-05 03:44:02 25269      NOTICE    Flow                 The argument ""workspace"" declared in pointcut does not exist in method TYPO3\Fluid\ViewHelpers\Widget\Controller\AutocompleteController->indexAction
14-01-05 03:44:02 25269      NOTICE    Flow                 The argument ""workspace"" declared in pointcut does not exist in method TYPO3\Fluid\ViewHelpers\Widget\Controller\AutocompleteController->indexAction
14-01-05 03:44:02 25269      NOTICE    Flow                 The argument ""workspace"" declared in pointcut does not exist in method TYPO3\Fluid\ViewHelpers\Widget\Controller\PaginateController->indexAction
14-01-05 03:44:02 25269      NOTICE    Flow                 The argument ""workspace"" declared in pointcut does not exist in method TYPO3\Fluid\ViewHelpers\Widget\Controller\PaginateController->indexAction
14-01-05 03:44:02 25269      NOTICE    Flow                 The argument ""workspace"" declared in pointcut does not exist in method TYPO3\Media\Controller\AssetController->indexAction
14-01-05 03:44:02 25269      NOTICE    Flow                 The argument ""workspace"" declared in pointcut does not exist in method TYPO3\Media\Controller\AssetController->indexAction
14-01-05 03:44:03 25269      NOTICE    Flow                 The argument ""workspace"" declared in pointcut does not exist in method TYPO3\NeosDemoTypo3Org\Controller\RegistrationController->indexAction
14-01-05 03:44:03 25269      NOTICE    Flow                 The argument ""workspace"" declared in pointcut does not exist in method TYPO3\NeosDemoTypo3Org\Controller\RegistrationController->indexAction
14-01-05 03:44:03 25269      NOTICE    Flow                 The argument ""workspace"" declared in pointcut does not exist in method TYPO3\Neos\Controller\Backend\BackendController->indexAction
14-01-05 03:44:03 25269      NOTICE    Flow                 The argument ""workspace"" declared in pointcut does not exist in method TYPO3\Neos\Controller\Backend\BackendController->indexAction
14-01-05 03:44:03 25269      NOTICE    Flow                 The argument ""workspace"" declared in pointcut does not exist in method TYPO3\Neos\Controller\Backend\MenuController->indexAction
14-01-05 03:44:03 25269      NOTICE    Flow                 The argument ""workspace"" declared in pointcut does not exist in method TYPO3\Neos\Controller\Backend\MenuController->indexAction
14-01-05 03:44:03 25269      NOTICE    Flow                 The argument ""workspace"" declared in pointcut does not exist in method TYPO3\Neos\Controller\Backend\ModuleController->indexAction
14-01-05 03:44:03 25269      NOTICE    Flow                 The argument ""workspace"" declared in pointcut does not exist in method TYPO3\Neos\Controller\LoginController->indexAction
14-01-05 03:44:03 25269      NOTICE    Flow                 The argument ""workspace"" declared in pointcut does not exist in method TYPO3\Neos\Controller\LoginController->indexAction
14-01-05 03:44:03 25269      NOTICE    Flow                 The argument ""workspace"" declared in pointcut does not exist in method TYPO3\Neos\Controller\Module\AbstractModuleController->indexAction
14-01-05 03:44:03 25269      NOTICE    Flow                 The argument ""workspace"" declared in pointcut does not exist in method TYPO3\Neos\Controller\Module\AbstractModuleController->indexAction
14-01-05 03:44:03 25269      NOTICE    Flow                 The argument ""workspace"" declared in pointcut does not exist in method TYPO3\Neos\Controller\Module\AdministrationController->indexAction
14-01-05 03:44:03 25269      NOTICE    Flow                 The argument ""workspace"" declared in pointcut does not exist in method TYPO3\Neos\Controller\Module\AdministrationController->indexAction
14-01-05 03:44:03 25269      NOTICE    Flow                 The argument ""workspace"" declared in pointcut does not exist in method TYPO3\Neos\Controller\Module\Administration\PackagesController->indexAction
14-01-05 03:44:03 25269      NOTICE    Flow                 The argument ""workspace"" declared in pointcut does not exist in method TYPO3\Neos\Controller\Module\Administration\PackagesController->indexAction
14-01-05 03:44:03 25269      NOTICE    Flow                 The argument ""workspace"" declared in pointcut does not exist in method TYPO3\Neos\Controller\Module\Administration\SitesController->indexAction
14-01-05 03:44:03 25269      NOTICE    Flow                 The argument ""workspace"" declared in pointcut does not exist in method TYPO3\Neos\Controller\Module\Administration\SitesController->indexAction
14-01-05 03:44:03 25269      NOTICE    Flow                 The argument ""workspace"" declared in pointcut does not exist in method TYPO3\Neos\Controller\Module\Administration\UsersController->indexAction
14-01-05 03:44:03 25269      NOTICE    Flow                 The argument ""workspace"" declared in pointcut does not exist in method TYPO3\Neos\Controller\Module\Administration\UsersController->indexAction
14-01-05 03:44:03 25269      NOTICE    Flow                 The argument ""workspace"" declared in pointcut does not exist in method TYPO3\Neos\Controller\Module\ManagementController->indexAction
14-01-05 03:44:03 25269      NOTICE    Flow                 The argument ""workspace"" declared in pointcut does not exist in method TYPO3\Neos\Controller\Module\ManagementController->indexAction
14-01-05 03:44:03 25269      NOTICE    Flow                 The argument ""workspace"" declared in pointcut does not exist in method TYPO3\Neos\Controller\Module\UserController->indexAction
14-01-05 03:44:03 25269      NOTICE    Flow                 The argument ""workspace"" declared in pointcut does not exist in method TYPO3\Neos\Controller\Module\UserController->indexAction
14-01-05 03:44:03 25269      NOTICE    Flow                 The argument ""workspace"" declared in pointcut does not exist in method TYPO3\Neos\Controller\Module\User\UserSettingsController->indexAction
14-01-05 03:44:03 25269      NOTICE    Flow                 The argument ""workspace"" declared in pointcut does not exist in method TYPO3\Neos\Controller\Module\User\UserSettingsController->indexAction
14-01-05 03:44:03 25269      NOTICE    Flow                 The argument ""workspace"" declared in pointcut does not exist in method TYPO3\Neos\Controller\Service\NodeController->indexAction
14-01-05 03:44:03 25269      NOTICE    Flow                 The argument ""workspace"" declared in pointcut does not exist in method TYPO3\Neos\Controller\Service\NodeController->indexAction
14-01-05 03:44:04 25269      NOTICE    Flow                 The argument ""workspace"" declared in pointcut does not exist in method TYPO3\Setup\Controller\SetupController->indexAction
14-01-05 03:44:04 25269      NOTICE    Flow                 The argument ""workspace"" declared in pointcut does not exist in method TYPO3\Setup\Controller\SetupController->indexAction
14-01-05 03:44:04 25269      NOTICE    Flow                 The argument ""workspace"" declared in pointcut does not exist in method TYPO3\Setup\ViewHelpers\Widget\Controller\DatabaseSelectorController->indexAction
14-01-05 03:44:04 25269      NOTICE    Flow                 The argument ""workspace"" declared in pointcut does not exist in method TYPO3\Setup\ViewHelpers\Widget\Controller\DatabaseSelectorController->indexAction
14-01-05 03:44:04 25269      NOTICE    Flow                 The argument ""workspace"" declared in pointcut does not exist in method TYPO3\TYPO3CR\ViewHelpers\Widget\Controller\PaginateController->indexAction
14-01-05 03:44:04 25269      NOTICE    Flow                 The argument ""workspace"" declared in pointcut does not exist in method TYPO3\TYPO3CR\ViewHelpers\Widget\Controller\PaginateController->indexAction
</pre>"
54973,TYPO3.Flow,Bug,"",Resolved,Must have,mod_rewrite doesnt allow uppercase characters for the session id,Julian Kleinhans,Julian Kleinhans,2014-01-14 06:36,Core,"",2014-01-14,"","",100,2014-01-14 02:59,"","",1494700,"",Git master,"The usage of the SecurityPublishingConfiguration in combination with the fluid resource viewhelper generates a link which includes the users sessions id. This session id includes uppercase characters. The mod_rewrite rule for this private resources doesnt allow uppercase characters for the session id, so the user gets a 404.

Example: 
<pre>
$myNewResource->getOriginalResource()->setPublishingConfiguration($this->resourceService->getSecurityPublishingConfiguration());
</pre>

And now use the fluid resource viewhelper.
The output looks like this

<pre>
http://domain.com/_Resources/Persistent/5I69ZCdxva2uQvHUPYaq00whI1XyD8UQ/Kj187.Core:Editor/c37d1ae0234ad14be3cc05d2657784944eed492e/test.png
</pre>"
55008,TYPO3.Fluid,Bug,"",Under Review,Should have,Interceptors should be used in Partials,Christian Müller,Christian Müller,2014-01-15 02:44,"","",2014-01-15,"","",0,2014-01-15 02:43,"","",1496400,"",(any),Currently Interceptors don't work on Partials because they are not initialized there. Can easily be tested by creating a Template that uses the Resource Interceptor (so using a relative path like ../../Public/Images/Foo.jpg) and then (after checking that the Interceptor converts that into a full resource path) moving that into a partial. There the Interceptor is no longer executed and you get the relative path that is then wrong.
55142,TYPO3.Fluid,Bug,"",Resolved,Should have,Use getPropertyPath in autocomplete widget,Alexander Stehlik,"",2014-01-21 07:36,Widgets,"",2014-01-19,"","",100,2014-01-19 10:30,"","",1502600,"",Git master,"

Currently the AutocompleteController uses @ObjectAccess::getProperty()@ for retrieving the property that was searched for in the query.

The query is currently flexible enough to support sub-properties to be searched. An example: if you have a User object you could configure an autocomplete widget that searches for @name.fullName@. The query will execute that search without problems and find the users.

But as soon as the results are build the widget crashes because it can not access the property.

A simple fix that should not cause any side effects would be to use @ObjectAccess::getPropertyPath()@ instead."
55189,TYPO3 Flow Base Distribution,Task,"",Closed,Should have,Extract forward handling from errorAction,Oliver Hader,Bastian Waidelich,2014-12-20 07:20,"","",2014-01-20,"","",0,2014-01-20 14:12,"","",1504900,0.00,"","_basically taken from Extbase tracker, see #55178 and please let me know whether this might be considered for TYPO3 Flow_

The default ActionController::errorAction uses the forward method to get back to the referring request.
If a custom and different redirect shall happen here, one has to clone the whole errorAction method.
Extracting the handling simplifies customization at this state."
55199,TYPO3.Flow,Feature,"",New,Should have,Avoid Buffering of Shell output,Kay Strobach,"",2014-03-31 06:34,Cli,"",2014-01-21,"","",0,2014-01-21 00:51,"","",1505300,"","","Currently Shell output is buffered in TYPO3\Flow\Cli\Response->appendContent(), this does not make sense IMHO, especially for long lasting operations.
* this can be misinterpreted as a hanging / slow program
* this can cause exceeding memory limits
* users don't understand it.

Therefore i suggest to output the CLI output directly!

I made it working with AOP, afterwards you may need some additional cleaning in the other CLI\Response methods, which are useless after the patch ;)"
55212,TYPO3.Flow,Bug,"",Resolved,Should have,TOC is broken on docs.typo3.org,Xavier Perseguers,Xavier Perseguers,2014-02-07 11:35,- Documentation -,"",2014-01-21,"","",100,2014-01-21 06:51,"","",1505950,"",(any),The table of contents is not rendered correctly on docs.typo3.org. This is related to the use of 3 different TOCs in the main Index.rst file.
55215,TYPO3.Flow,Task,"",Resolved,Should have,Remove ChangeLog from PDF,Xavier Perseguers,Xavier Perseguers,2014-02-07 11:35,- Documentation -,"",2014-01-21,"","",100,2014-01-21 07:17,"","",1506100,"","","When generating PDF, chapter listing the whole changelog does not make (much) sense, it should better be excluded."
55244,TYPO3 Flow Base Distribution,Bug,"",Closed,Won't have this time,Can't use Flow with PHP > 5.4,Samuel Mehrbrodt,Samuel Mehrbrodt,2014-01-22 08:05,"","",2014-01-22,"","",0,2014-01-22 07:12,"","",1507550,"",(any),"I have PHP 5.5.3 here and can't run Flow, get the following message:

Fatal error: Directive 'allow_call_time_pass_reference' is no longer available in PHP in Unknown on line 0
TYPO3\Flow\Core\Booting\Exception\SubProcessException thrown in file Packages/Framework/TYPO3.Flow/Classes/TYPO3/Flow/Core/Booting/Scripts.php in line 531.

The directive 'allow_call_time_pass_reference' was deprecated since PHP 5.0 and removed in 5.4: http://www.php.net/manual/de/ini.core.php#ini.allow-call-time-pass-reference

I'm running FLOW 2.1 (included in NEOS)."
55306,TYPO3.Flow,Bug,"",Under Review,Should have,Filenames should not exceed 255 characters,Christian Müller,Christian Müller,2015-06-02 12:30,"","",2014-01-24,"","",0,2014-01-24 08:11,"","",1510650,"",Git master,Currently the SimpleFileBackend generates temporary files that could exceed 255 characters in length which will fail for many filesystems.
