#,Project,Tracker,Parent task,Status,Priority,Subject,Author,Assigned To,Updated,Category,Target version,Start date,Due date,Estimated time,% Done,Created,Story points,Velocity based estimate,Position,Remaining (hours),Affected Flow version,Description
32285,TYPO3.Flow,Bug,"",Resolved,Must have,Logout doesn't work anymore in FLOW3 1.0.1,Peter Beernink,Bastian Waidelich,2011-12-21 10:36,Security,1.0.2,2011-12-04,"","",100,2011-12-04 09:16,"","",382950,"",FLOW3 1.0.1,"After updating from FLOW3 1.0.0 to 1.0.1 it is not possible anymore to logout from an authenticated session.


The issue to be introduced by commit:970c615. When I revert those changes I am able to logout again.

I've also tested it on the Blog package. There the same behavior is shown.
It displays the flash message, but in the footer the administration link is still displayed and accessible.


"
32291,TYPO3.Flow,Bug,"",Closed,Should have,Current package version missmatch,Bernhard Fischer,Karsten Dambekalns,2011-12-14 09:45,Package,1.0.2,2011-12-05,"","",0,2011-12-05 03:19,"","",383250,"",FLOW3 1.0.1,"package:list shows the wrong version for the TYPO3.FLOW3 package
it is still 1.0.0 and should be 1.0.1"
32294,TYPO3.Flow,Feature,"",New,Should have,Lazy initialization of loggers,Christopher Hlubek,"",2011-12-05 04:29,"","",2011-12-05,"","",0,2011-12-05 04:29,"","",383400,"","",Log backends could be lazily initialized on first access to append(). Right now each backend is opened on creation of the logger which is not optimal.
32329,TYPO3.Flow,Feature,"",Resolved,Should have,Make target in XLIFF optional if source language equals target language,Karsten Dambekalns,Karsten Dambekalns,2011-12-21 06:38,I18n,1.1 beta 1,2011-12-06,"","",100,2011-12-06 07:00,"","",385150,"","","When an XLIFF file does not contain target elements, the source should be used if the source-language of the file equals the target language of translation."
32333,TYPO3.Flow,Feature,"",Resolved,Must have,Modular and configurable bootstrap,Robert Lemke,Robert Lemke,2011-12-21 06:38,Core,1.1 beta 1,2011-12-06,"","",100,2011-12-06 07:52,"","",385350,"","","The bootstrap contains a big amount of specific initialization methods. The order of execution and selection of initialization methods is hardwired in the Bootstrap class. This makes it impossible for package developers to provide alternative boot sequences for specific tasks (such as for a very optimized caching mechanism) and in general results in a rather function-based, sequential code than being object-oriented. 

It thus should be possible to register Request Handlers for specific purposes and those should be in charge of the actual boot sequence which is executed."
32339,TYPO3.Fluid,Feature,"",Resolved,Should have,ResourceViewHelper should support I18n,Karsten Dambekalns,Karsten Dambekalns,2012-12-10 07:16,ViewHelpers,2.0 beta 1,2011-12-06,"","",100,2011-12-06 11:02,"","",385650,"","","The default behavior for the ResourceViewHelper should be to use a localized version if a resource, if available."
32346,TYPO3.Flow,Bug,"",Resolved,Must have,allObjectsPersisted is not triggered after each test,Robert Lemke,Robert Lemke,2011-12-21 06:38,- Testing -,1.1 beta 1,2011-12-06,"","",100,2011-12-06 13:20,"","",386000,"",Git master,"The tearDown() method of the base functional test case clears the persistence manager's state so it is ready for the next test, avoiding side effects.

However, certain repositories (such as the TYPO3CR NodeRepository) rely on the signal ""allObjectsPersisted"" which triggers their internal cleanup function. If this signal is not, sent, the next test will still see added objects stored directly in the repository.

The solution is to call persistAll() in the tearDown() method, even if the just executed test doesn't require it."
32370,TYPO3.Flow,Bug,"",Resolved,Must have,Function getObjectByIdentifier of Generic PersistenceManager not complete ,Benjamin Heek,Karsten Dambekalns,2011-12-21 06:38,Persistence,1.1 beta 1,2011-12-07,"","",100,2011-12-07 07:46,"","",387150,"",FLOW3 1.0.1,"class: TYPO3\FLOW3\Persistence\Generic\PersistenceManager
method:getObjectByIdentifier
line: 207

code:
<pre>
$objectData = $this->backend->getObjectDataByIdentifier($identifier);
</pre>

the method call to `getObjectDataByIdentifier` must also send the $objecttype

<pre>
$objectData = $this->backend->getObjectDataByIdentifier($identifier,$objectType);
</pre>

NOTE:
why is the $objectType default set as `NULL` and not just a required argument?

"
32398,TYPO3.Flow,Feature,"",Resolved,Should have,Freezable Cache Backend,Robert Lemke,Robert Lemke,2011-12-21 06:38,Cache,1.1 beta 1,2011-12-08,"","",100,2011-12-08 09:56,"","",388550,"","","Certain caches are static once they've been filled with data. One example is the classes cache in FLOW3 ? after all proxy classes have been compiled, the cache must never be touched again *in Production context*.

Especially in the mentioned case, a cache backend could work with greatly improved performance if it knew that no changes are to be expected. It could create an index of existing cache entries which is loaded upfront. Existing cache entries could then be loaded right away without the need to check for expiry times or existence."
32415,TYPO3.Flow,Bug,"",Resolved,Must have,Authentication + Doctrine event listeners = apache segfault,Fernando Arconada,Karsten Dambekalns,2012-01-13 11:01,"",1.1,2011-12-09,"","",100,2011-12-09 08:02,"","",389400,"",Git master,"here it is the proof of concept
https://github.com/farconada/F2.PoC

If yout try to login whith a valid username password the apache segfaults
If you disable
$this->persistenceManager->injectEntityManager($entityManager);
the all works


ideas?"
32420,TYPO3.Flow,Bug,"",Resolved,Must have,classesFromSubMatchingPackagesAreLoaded() fails with PHPUnit 3.6,Karsten Dambekalns,Karsten Dambekalns,2011-12-21 06:38,- Testing -,1.1 beta 1,2011-12-09,"","",100,2011-12-09 08:51,"","",389650,"",Git master,"The test creates two directories in vfs that are already created in setUp(). That raises a warning, the resulting output triggers a test failure with PHPUnit 3.6."
32421,TYPO3.Flow,Task,"",Resolved,Should have,The functional testcase prints useless output,Karsten Dambekalns,Christopher Hlubek,2011-12-21 06:38,- Testing -,1.1 beta 1,2011-12-09,"","",100,2011-12-09 09:08,"","",389700,"","","@echo (""FLOW3 functional test run\n\n"");@

'nuff said"
32424,TYPO3.Flow,Bug,"",Resolved,Should have,The functional test requesthandler should be used for web requests,Christopher Hlubek,Christian Jul Jensen,2011-12-12 03:06,"","",2011-12-09,"","",100,2011-12-09 10:29,"","",389850,"",Git master,The FunctionalTestCase still has a reference to the @MockWebRequestHandler@ that's not used anymore. The FunctionalTestRequestHandler should be available to all tests as a property and be used in simulated web requests to provide the correct context with the current mock request.
32425,TYPO3.Flow,Bug,"",Accepted,Must have,IpAddressRange methods not completly implemented,Marco Huber,Karsten Dambekalns,2012-06-28 04:23,Security,"",2011-12-09,"","",0,2011-12-09 10:30,"","",389900,"",(any),"The method matchRequest in \TYPO3\FLOW3\Security\RequestPattern\IpAddressRange returns always false and doesn't check the IP-Address.

In the attachet file I used the methods from the good old t3lib_div...

Should I push the patch to gerrit?"
32451,TYPO3.Fluid,Bug,"",Resolved,Should have,Adjust Ajax Widgets to new Bootstrap,Sebastian Kurfuerst,Sebastian Kurfuerst,2011-12-19 09:36,Widgets,1.1 beta 1,2011-12-12,"","",100,2011-12-12 01:51,"","",391200,"",Git master,"The new FLOW3 Bootstrap (#32333) implements new request handlers.
Now, Fluid needs to be adjusted to the new request handlers. however, there is one problem:
The Fluid request handler determines if it can be used depending on whether a certain GET variable is set. For that, it uses the @TYPO3\FLOW3\Utility\Environment@; which is however not yet initialized when canHandleRequest is called.

A workaround would be to use $_GET directly; but can we find a clean solution to this?"
32466,TYPO3.Flow,Bug,"",Resolved,Must have,Strange exception: Invalid annotation,Daniel Ostmann,Karsten Dambekalns,2011-12-15 11:27,Reflection,1.0.2,2011-12-12,"","",100,2011-12-12 04:09,"","",391850,"",FLOW3 1.0.0,"On my localhost everything was fine. When i upload the framework to my server, i got this exception:
<pre>
Uncaught Exception
  The @var annotation for
  ""Pixelbrand\MemberManager\Domain\Model\Contribution::$created"" seems to
  be invalid.

More Information
  Exception code      #1284132314
  File                /var/www/doms/cm.pixelbrand.biz/public_html/Packages/Framework/TYPO3.FLOW3/Classes/Reflection/ReflectionService.php line 1121
  Exception reference #201112120946518ea6d6
</pre>

I tried different upload types (ASCII, binary, auto - i use FileZilla as FTP client), and i tried different linebreaks (NL,CR,both). Nothing works at all...

The lines that throw the exception are:

<pre>
	/**
	 * The created date
	 * @var \DateTime
	 */
	protected $created;
</pre>

I got the same exception when i changed the annotation from DateTime to string or bool.

I think, if i remove this property, then the next one would throw another exception like above. I think so, because it is the first file in model directory and the first property in this model class.

This seems to be similar to #31087.

I'm using PHP5.3.8 with FLOW1.0.1 but this happened to 1.0.0 as well."
32470,TYPO3.Flow,Task,"",Resolved,Should have,Add a cli-command to show and explore the current configuration,Martin Ficzel,Martin Ficzel,2011-12-23 12:29,Configuration,1.1,2011-12-12,"","",0,2011-12-12 05:52,"","",392050,"","","Since the configuration of FLOW3 is complex and comes from many different files it should be possible to show the currently active framework-configuration for better understanding an debugging.

I suggest to implement a ""configuration"" cli-command for that purpose. At first the command-controller will only have a showCommand method but later on it can be extended to evaluate and to write the configuration."
32499,TYPO3.Flow,Bug,"",Resolved,Must have,setfilepermissions doesn't work with ACL correctly,Karsten Dambekalns,Karsten Dambekalns,2011-12-16 14:36,Core,1.0.2,2011-12-13,"","",100,2011-12-13 06:05,"","",393500,"",FLOW3 1.0.1,"After setting up fresh, the set file permissions didn't work correctly."
